id,youtube_id,title,comments,description,duration,event,film_date,languages,main_speaker,published_date,speaker_occupation,url,views
1598,8w-OZFBcwZc,Iran and Israel: Peace is possible,147,"Iran and Israel: two nations with tense relations that seem existentially at odds. But for all their antagonistic rhetoric, there is a recent hidden history of collaboration, even friendship. In an informative talk, Trita Parsi shows how an unlikely strategic alliance in the past could mean peace in the future for these two feuding countries.",645,TEDGlobal 2013,1372204800,29,Trita Parsi,1381331315,Political scientist,https://www.ted.com/talks/trita_parsi_iran_and_israel_peace_is_possible,740772
1599,CZNrOzgNWf4,Let's treat violence like a contagious disease,268,"Dr. Gary Slutkin spent a decade fighting tuberculosis, cholera and AIDS epidemics in Africa. When he returned to the US, he thought he'd escape brutal epidemic deaths. But he began to look more carefully at gun violence -- whose spread follows the same pattern as an infectious disease. His conclusion: We've reversed the impact of so many diseases, says Slutkin, and we can do the same with violence. A mind-flipping look at a problem that too many communities have accepted as a given.",848,TEDMED 2013,1366156800,26,Gary Slutkin,1381417240,Epidemiologist,https://www.ted.com/talks/gary_slutkin_let_s_treat_violence_like_a_contagious_disease,734171
1600,J6ZzmqDMhi0,Adventures in Twitter fiction,64,"In the 1930s, broadcast radio introduced an entirely new form of storytelling; today, micro-blogging platforms like Twitter are changing the scene again. Andrew Fitzgerald takes a look at the (aptly) short but fascinating history of new forms of creative experimentation in fiction and storytelling.",715,TEDSalon NY2013,1373846400,25,Andrew Fitzgerald,1381503543,Editor,https://www.ted.com/talks/andrew_fitzgerald_adventures_in_twitter_fiction,1000495
1601,6cL5Nud8d7w,The walkable city,124,"How do we solve the problem of the suburbs? Urbanist Jeff Speck shows how we can free ourselves from dependence on the car -- which he calls \"a gas-belching, time-wasting, life-threatening prosthetic device\" -- by making our cities more walkable and more pleasant for more people.",1016,TEDCity2.0,1379635200,26,Jeff Speck,1381763957,Urban planner,https://www.ted.com/talks/jeff_speck_the_walkable_city,1041732
1602,r_qYQXRVP0k,We need a heroic narrative for death,124,"Amanda Bennett and her husband were passionate and full of life all throughout their lives together -- and up until the final days, too. Bennett gives a sweet yet powerful talk on why, for the loved ones of the dying, having hope for a happy ending shouldn't warrant a diagnosis of \"denial.\" She calls for a more heroic narrative for death -- to match the ones we have in life.",924,TEDMED 2013,1366243200,24,Amanda Bennett,1381849202,Journalist,https://www.ted.com/talks/amanda_bennett_a_heroic_narrative_for_letting_go,986726
1603,SxwLfSlkJDI,Ingenious homes in unexpected places,195,"In the center of Caracas, Venezuela, stands the 45-story \"Tower of David,\" an unfinished, abandoned skyscraper. But about eight years ago, people started moving in. Photographer Iwan Baan shows how people build homes in unlikely places, touring us through the family apartments of Torre David, a city on the water in Nigeria, and an underground village in China. Glorious images celebrate humanity's ability to survive and make a home -- anywhere.",1018,TEDCity2.0,1380326400,28,Iwan Baan,1381936502,Urban documentarian,https://www.ted.com/talks/iwan_baan_ingenious_homes_in_unexpected_places,1463086
1604,H_pqhMO3ZSY,What will a future without secrets look like?,134,"The line between public and private has blurred in the past decade, both online and in real life, and Alessandro Acquisti is here to explain what this means and why it matters. In this thought-provoking, slightly chilling talk, he shares details of recent and ongoing research -- including a project that shows how easy it is to match a photograph of a stranger with their sensitive personal information.",900,TEDGlobal 2013,1371168000,27,Alessandro Acquisti,1382022014,Privacy economist,https://www.ted.com/talks/alessandro_acquisti_why_privacy_matters,1305155
1605,FPhHHtn8On8,Who am I? Think again,165,"How do we decide who we are? Hetain Patel's surprising performance plays with identity, language and accent -- and challenges you to think deeper than surface appearances. A delightful meditation on self, with performer Yuyu Rau, and inspired by Bruce Lee.",546,TEDGlobal 2013,1370908800,36,Hetain Patel,1382108360,Artist,https://www.ted.com/talks/hetain_patel_who_am_i_think_again,2663827
1606,buH_vs7LFzw,Let's go all-in on selling sustainability,143,"The big blue buildings of Ikea have sprouted solar panels and wind turbines; inside, shelves are stocked with LED lighting and recycled cotton. Why? Because as Steve Howard puts it: “Sustainability has gone from a nice-to-do to a must-do.” Howard, the chief sustainability officer at the furniture megastore, talks about his quest to sell eco-friendly materials and practices -- both internally and to worldwide customers -- and lays a challenge for other global giants.",798,TEDGlobal 2013,1371168000,27,Steve Howard,1382367748,Corporate innovator,https://www.ted.com/talks/steve_howard_let_s_go_all_in_on_selling_sustainability,1041748
1607,2K-P7Hv_Zwg,Africa's next boom,207,"The past decade has seen slow and steady economic growth across the continent of Africa. But economist Charles Robertson has a bold thesis: Africa's about to boom. He talks through a few of the indicators -- from rising education levels to expanded global investment (and not just from China) -- that lead him to predict rapid growth for a billion people, sooner than you may think.",693,TEDGlobal 2013,1371081600,28,Charles Robertson,1382454693,Emerging-markets economist,https://www.ted.com/talks/charles_robertson_africa_s_next_boom,1204089
1608,_x1qkuvUxuI,An ode to envy,227,"What is jealousy? What drives it, and why do we secretly love it? No study has ever been able to capture its \"loneliness, longevity, grim thrill\" -- that is, says Parul Sehgal, except for fiction. In an eloquent meditation she scours pages from literature to show how jealousy is not so different from a quest for knowledge.",791,TEDSalon NY2013,1374710400,31,Parul Sehgal,1382540623,Literary critic,https://www.ted.com/talks/parul_sehgal_an_ode_to_envy,2158038
1609,b8z6HfSq7l8,Why our universe might exist on a knife-edge,207,"The biggest surprise of discovering the Higgs boson? That there were no surprises. Gian Giudice talks us through a problem in theoretical physics: what if the Higgs field exists in an ultra-dense state that could mean the collapse of all atomic matter? With wit and charm, Giudice outlines a grim fate -- and why we shouldn't start worrying just yet.",850,TEDxCERN,1367539200,30,Gian Giudice,1382626930,Theoretical physicist,https://www.ted.com/talks/gian_giudice_why_our_universe_might_exist_on_a_knife_edge,1644420
1610,2G0wQfUl9EU,Architecture at home in its community,84,"When TED Fellow Xavier Vilalta was commissioned to create a multistory shopping mall in Addis Ababa, he panicked. Other centers represented everything he hated about contemporary architecture: wasteful, glass towers requiring tons of energy whose design had absolutely nothing to do with Africa. In this charming talk, Vilalta shows how he champions an alternative approach: to harness nature, reference design tradition and create beautiful, modern, iconic buildings fit for a community.",464,TEDGlobal 2013,1370908800,28,Xavier Vilalta,1382713208,Architect and urbanist,https://www.ted.com/talks/xavier_vilalta_architecture_at_home_in_its_community,999700
1611,3r1IPsldbBg,"Government -- investor, risk-taker, innovator",262,"Why doesn’t the government just get out of the way and let the private sector -- the “real revolutionaries” -- innovate? It’s rhetoric you hear everywhere, and Mariana Mazzucato wants to dispel it. In an energetic talk, she shows how the state -- which many see as a slow, hunkering behemoth -- is really one of our most exciting risk-takers and market-shapers.",844,TEDGlobal 2013,1372204800,20,Mariana Mazzucato,1382972395,Innovation economist,https://www.ted.com/talks/mariana_mazzucato_government_investor_risk_taker_innovator,816687
1612,D1xT2tevnIs,A simple solution to the coming phosphorus crisis,130,"There's a farming crisis no one is talking about: The world is running out of phosphorus, an essential element that's a key component of DNA and the basis of cellular communication. As biologist Mohamed Hijri shows, all roads of this crisis lead back to how we farm -- with chemical fertilizers chock-full of the element, which plants are not efficient at absorbing. One solution? A microscopic mushroom ...",821,TEDxUdeM,1380758400,22,Mohamed Hijri,1383058948,Biologist,https://www.ted.com/talks/mohamed_hijri_a_simple_solution_to_the_coming_phosphorus_crisis,618471
1613,lV3trdyDdHE,"Life in the \"digital now\"",194,"One year ago, Abha Dawesar was living in blacked-out Manhattan post-Sandy, scrounging for power to connect. As a novelist, she was struck by this metaphor: Have our lives now become fixated on the drive to digitally connect, while we miss out on what's real?",721,TEDGlobal 2013,1371168000,26,Abha Dawesar,1383146179,Novelist,https://www.ted.com/talks/abha_dawesar_life_in_the_digital_now,1245695
1614,93hbqLBp_HI,Why stay in Chernobyl? Because it's home.,172,"Chernobyl was the site of the world's worst nuclear accident and, for the past 27 years, the area around the plant has been known as the Exclusion Zone. And yet, a community of about 200 people live there -- almost all of them elderly women. These proud grandmas defied orders to relocate because their connection to their homeland and to their community are \"forces that rival even radiation.\"",531,TEDGlobal 2013,1370995200,31,Holly Morris,1383231495,Explorer and filmmaker,https://www.ted.com/talks/holly_morris_why_stay_in_chernobyl_because_it_s_home,1108528
1615,WfTZ5iIUn4s,The art of bow-making,167,"Dong Woo Jang has an unusual after school hobby. Jang, who was 15 when he gave the talk, tells the story of how living in the concrete jungle of Seoul inspired him to build the perfect bow. Watch him demo one of his beautiful hand-crafted archer's bows.",508,TED2013,1362009600,31,Dong Woo Jang,1383318064,Bow designer,https://www.ted.com/talks/dong_woo_jang_the_art_of_bow_making,2290464
1616,VYU25aJpg5o,The deadly genius of drug cartels,286,"Up to 100,000 people died in drug-related violence in Mexico in the last 6 years. We might think this has nothing to do with us, but in fact we are all complicit, says Yale professor Rodrigo Canales in this unflinching talk that turns conventional wisdom about drug cartels on its head. The carnage is not about faceless, ignorant goons mindlessly killing each other but is rather the result of some seriously sophisticated brand management.",1072,TEDSalon NY2013,1380585600,25,Rodrigo Canales,1383580874,Business professor,https://www.ted.com/talks/rodrigo_canales_the_deadly_genius_of_drug_cartels,2225283
1617,eNAHVnkll5M,What I discovered in New York City  trash,148,"New York City residents produce 11,000 tons of garbage every day. Every day! This astonishing statistic is just one of the reasons Robin Nagle started a research project with the city's Department of Sanitation. She walked the routes, operated mechanical brooms, even drove a garbage truck herself--all so she could answer a simple-sounding but complicated question: who cleans up after us?",472,TEDCity2.0,1379635200,33,Robin Nagle,1383667226,Trash anthropologist,https://www.ted.com/talks/robin_nagle_what_i_discovered_in_new_york_city_trash,1628594
1618,X9FFzWUInyA,The paralyzed rat that walked,156,"A spinal cord injury can sever the communication between your brain and your body, leading to paralysis. Fresh from his lab, Grégoire Courtine shows a new method -- combining drugs, electrical stimulation and a robot -- that could re-awaken the neural pathways and help the body learn again to move on its own. See how it works, as a paralyzed rat becomes able to run and navigate stairs.",863,TEDGlobal 2013,1371081600,27,Grégoire Courtine,1383754502,Spinal cord researcher,https://www.ted.com/talks/gregoire_courtine_the_paralyzed_rat_that_walked,926295
1619,9CqVYUOjHLw,How the NSA betrayed the world's trust -- time to act,515,"Recent events have highlighted, underlined and bolded the fact that the United States is performing blanket surveillance on any foreigner whose data passes through an American entity -- whether they are suspected of wrongdoing or not. This means that, essentially, every international user of the internet is being watched, says Mikko Hypponen. An important rant, wrapped with a plea: to find alternative solutions to using American companies for the world's information needs.",1158,TEDxBrussels,1382918400,30,Mikko Hypponen,1383840138,Cybersecurity expert,https://www.ted.com/talks/mikko_hypponen_how_the_nsa_betrayed_the_world_s_trust_time_to_act,1535238
1620,SjSHVDfXHQ4,The magic of Fibonacci numbers,325,"Math is logical, functional and just ... awesome. Mathemagician Arthur Benjamin explores hidden properties of that weird and wonderful set of numbers, the Fibonacci series. (And reminds you that mathematics can be inspiring, too!)",384,TEDGlobal 2013,1370995200,44,Arthur Benjamin,1383926461,Mathemagician,https://www.ted.com/talks/arthur_benjamin_the_magic_of_fibonacci_numbers,4376218
1621,4Q2aznfmcYU,Is China the new idol for emerging economies?,833,"The developed world holds up the ideals of capitalism, democracy and political rights for all. Those in emerging markets often don't have that luxury. In this powerful talk, economist Dambisa Moyo makes the case that the west can't afford to rest on its laurels and imagine others will blindly follow. Instead, a different model, embodied by China, is increasingly appealing. A call for open-minded political and economic cooperation in the name of transforming the world.",983,TEDGlobal 2013,1371081600,25,Dambisa Moyo,1384186168,Global economist,https://www.ted.com/talks/dambisa_moyo_is_china_the_new_idol_for_emerging_economies,2060055
1622,apiScBmE6rA,Design with the blind in mind,100,"What would a city designed for the blind be like? Chris Downey is an architect who went suddenly blind in 2008; he contrasts life in his beloved San Francisco before and after -- and shows how the thoughtful designs that enhance his life now might actually make everyone's life better, sighted or not.",700,TEDCity2.0,1381449600,30,Chris Downey,1384272989,Architect,https://www.ted.com/talks/chris_downey_design_with_the_blind_in_mind,970048
1623,xlggecnjOY0,The link between unemployment and terrorism,209,"For the young and unemployed in the world's big cities, dreams of opportunity and wealth do come true -- but too often because they're heavily recruited by terrorist groups and other violent organizations. Human rights advocate Mohamed Ali draws on stories from his native Mogadishu to make a powerful case for innovation incubators for our cities' young and ambitious.",541,TEDCity2.0,1379635200,32,Mohamed Ali,1384358389,Human rights advocate,https://www.ted.com/talks/mohamed_ali_the_link_between_unemployment_and_terrorism,1017789
1624,AFRmGkdXkxA,What doctors can learn from each other,126,"Different hospitals produce different results on different procedures. Only, patients don’t know that data, making choosing a surgeon a high-stakes guessing game. Stefan Larsson looks at what happens when doctors measure and share their outcomes on hip replacement surgery, for example, to see which techniques are proving the most effective. Could health care get better -- and cheaper -- if doctors learn from each other in a continuous feedback loop?",776,TED@BCG Singapore,1381363200,32,Stefan Larsson,1384444805,Value-based health care advocate,https://www.ted.com/talks/stefan_larsson_what_doctors_can_learn_from_each_other,848735
1625,SjsG-NgmleA,Massively multi-player… thumb-wrestling?,147,"What happens when you get an entire audience to stand up and connect with one another? Chaos, that's what. At least, that's what happened when Jane McGonigal tried to teach TED to play her favorite game. Then again, when the game is \"massively multiplayer thumb-wrestling,\" what else would you expect?",438,TEDGlobal 2013,1370908800,33,Jane McGonigal,1384531417,Game Designer,https://www.ted.com/talks/jane_mcgonigal_massively_multi_player_thumb_wrestling,1154880
1626,FIrgjCNcDBI,A drone's-eye view of conservation,138,"Ecologist Lian Pin Koh makes a persuasive case for using drones to protect the world's forests and wildlife. These lightweight autonomous flying vehicles can track animals in their natural habitat, monitor the health of rainforests, even combat crime by detecting poachers via thermal imaging. Added bonus? They're also entirely affordable.",810,TEDGlobal 2013,1370908800,23,Lian Pin Koh,1384790400,Drones ecologist,https://www.ted.com/talks/lian_pin_koh_a_drone_s_eye_view_of_conservation,599368
1627,qCrVpRBBSvY,Ecology from the air,177,"What are our forests really made of? From the air, ecologist Greg Asner uses a spectrometer and high-powered lasers to map nature in meticulous kaleidoscopic 3D detail -- what he calls \"a very high-tech accounting system\" of carbon. In this fascinating talk, Asner gives a clear message: To save our ecosystems, we need more data, gathered in new ways.",830,TEDGlobal 2013,1370995200,28,Greg Asner,1384876854,Airborne ecologist,https://www.ted.com/talks/greg_asner_ecology_from_the_air,692579
1628,aCIukWXmlV4,Meet the robots for humanity,224,"Paralyzed by a stroke, Henry Evans uses a telepresence robot to take the stage and show how new robotics, tweaked and personalized by a group called Robots for Humanity, help him live his life to the full. He shows off a nimble little quadrotor drone, created by a team led by Chad Jenkins, that gives him the ability to once again stroll a garden, visit a campus or give a TEDx Talk.",621,TEDxMidAtlantic,1382745600,28,Henry Evans and Chad Jenkins,1384964950,Robotics activist,https://www.ted.com/talks/henry_evans_and_chad_jenkins_meet_the_robots_for_humanity,1203523
1629,9yEl0-bCA9M,No roads? There's a drone for that,291,"A billion people in the world lack access to all-season roads. Could the structure of the internet provide a model for how to reach them? Andreas Raptopoulos of Matternet thinks so. He introduces a new type of transportation system that uses electric autonomous flying machines to deliver medicine, food, goods and supplies wherever they are needed.",553,TEDGlobal 2013,1370908800,27,Andreas Raptopoulos,1385049552,Airborne logistics activist,https://www.ted.com/talks/andreas_raptopoulos_no_roads_there_s_a_drone_for_that,992489
1630,UWKvpFZJwcE,"How your \"working memory\" makes sense of the world",258,"\"Life comes at us very quickly, and what we need to do is take that amorphous flow of experience and somehow extract meaning from it.\" In this funny, enlightening talk, educational psychologist Peter Doolittle details the importance -- and limitations -- of your \"working memory,\" that part of the brain that allows us to make sense of what's happening right now.",569,TEDGlobal 2013,1370822400,35,Peter Doolittle,1385136008,Educational psychology professor,https://www.ted.com/talks/peter_doolittle_how_your_working_memory_makes_sense_of_the_world,2030203
1631,yPGwA7t6bpI,How societies can grow old better,182,"There's an irony behind the latest efforts to extend human life: It's no picnic to be an old person in a youth-oriented society. Older people can become isolated, lacking meaningful work and low on funds. In this intriguing talk, Jared Diamond looks at how many different societies treat their elders -- some better, some worse -- and suggests we all take advantage of experience.",1091,TED2013,1363219200,31,Jared Diamond,1385396215,Civilization scholar,https://www.ted.com/talks/jared_diamond_how_societies_can_grow_old_better,923663
1632,_7_XH1CBzGw,What is so special about the human brain?,992,"The human brain is puzzling -- it is curiously large given the size of our bodies, uses a tremendous amount of energy for its weight and has a bizarrely dense cerebral cortex. But: why? Neuroscientist Suzana Herculano-Houzel puts on her detective's cap and leads us through this mystery. By making \"brain soup,\" she arrives at a startling conclusion.",811,TEDGlobal 2013,1370995200,38,Suzana Herculano-Houzel,1385481591,Neuroscientist,https://www.ted.com/talks/suzana_herculano_houzel_what_is_so_special_about_the_human_brain,2454860
1633,UtBsl3j0YRQ,Want to be happy? Be grateful,582,"The one thing all humans have in common is that each of us wants to be happy, says Brother David Steindl-Rast, a monk and interfaith scholar. And happiness, he suggests, is born from gratitude. An inspiring lesson in slowing down, looking where you’re going, and above all, being grateful.",870,TEDGlobal 2013,1372118400,43,David Steindl-Rast,1385567944,Monk,https://www.ted.com/talks/david_steindl_rast_want_to_be_happy_be_grateful,5893321
1634,fi8CYv9Dcr0,Invest in social change,217,"Here's a stat worth knowing: In the UK, 63% of men who finish short-term prison sentences are back inside within a year for another crime. Helping them stay outside involves job training, classes, therapy. And it would pay off handsomely -- but the government can't find the funds. Toby Eccles shares an imaginative idea for how to change that: the Social Impact Bond. It's an unusual bond that helps fund initiatives with a social goal through private money -- with the government paying back the investors (with interest) if the initiatives work.",603,TEDGlobal 2013,1370995200,26,Toby Eccles,1385999990,Social investment visionary,https://www.ted.com/talks/toby_eccles_invest_in_social_change,921788
1635,CpkXmtJOH84,Body parts on a chip,247,"It's relatively easy to imagine a new medicine -- the hard part is testing it, and that can delay promising new cures for years. In this well-explained talk, Geraldine Hamilton shows how her lab creates organs and body parts on a chip, simple structures with all the pieces essential to testing new medications -- perhaps even custom cures made for one specific person.",803,TEDxBoston,1372118400,28,Geraldine Hamilton,1386086904,Bio researcher,https://www.ted.com/talks/geraldine_hamilton_body_parts_on_a_chip,1511694
1636,NCJTV5KaJJc,Let’s try emotional correctness,507,"It's time for liberals and conservatives to transcend their political differences and really listen to each other, says political pundit Sally Kohn. In this optimistic talk, Kohn shares what she learned as a progressive lesbian talking head on Fox News. It’s not about political correctness, she says, but rather, emotional correctness. (Contains profanity.)",359,TED@NYC,1381708800,37,Sally Kohn,1386173154,Political pundit,https://www.ted.com/talks/sally_kohn_let_s_try_emotional_correctness,1822907
1637,5riPKdpuoiI,My underwater robot,162,"David Lang is a maker who taught himself to become an amateur oceanographer -- or, he taught a robot to be one for him. In a charming talk Lang, a TED Fellow, shows how he and a network of ocean lovers teamed up to build open-sourced, low-cost underwater explorers.",268,TED2013,1361750400,41,David Lang,1386259198,Maker,https://www.ted.com/talks/david_lang_my_underwater_robot,1225960
1638,j3YjeARuilI,Why buses represent democracy in action,253,"\"An advanced city is not one where even the poor use cars, but rather one where even the rich use public transport,\" argues Enrique Peñalosa. In this spirited talk, the mayor of Bogotá shares some of the tactics he used to change the transportation dynamic in the Colombian capital... and suggests ways to think about building smart cities of the future.",857,TEDCity2.0,1379635200,29,Enrique Peñalosa,1386345659,"Colombian politician, urban activist",https://www.ted.com/talks/enrique_penalosa_why_buses_represent_democracy_in_action,871452
1639,FV-c2FnPnDE,What I learned from Nelson Mandela,265,"\"In the cathedral of the wild, we get to see the best parts of ourselves reflected back to us.\" Boyd Varty, a wildlife activist, shares stories of animals, humans and their interrelatedness, or \"ubuntu\" -- defined as, \"I am, because of you.\" And he dedicates the talk to South African leader Nelson Mandela, the human embodiment of that same great-hearted, generous spirit.",899,TEDWomen 2013,1386201600,36,Boyd Varty,1386605235,Environmental and literacy activist,https://www.ted.com/talks/boyd_varty_what_i_learned_from_nelson_mandela,1585575
1640,MD23gIlr52Y,How to build with clay ... and community,156,"Diébédo Francis Kéré knew exactly what he wanted to do when he got his degree in architecture... He wanted to go home to Gando in Burkina Faso, to help his neighbors reap the benefit of his education. In this charming talk, Kéré shows off some of the beautiful structures he's helped to build in his small village in the years since then, including an award-winning primary school made from clay by the entire community.",731,TEDCity2.0,1379635200,29,Diébédo Francis Kéré,1386691218,Community-minded architect,https://www.ted.com/talks/diebedo_francis_kere_how_to_build_with_clay_and_community,900115
1641,tpH2fhwCzSM,My glacier cave discoveries,80,"Snow Dragon. Pure Imagination. Frozen Minotaur. These are the names Eddy Cartaya and his climbing partner Brent McGregor gave three glacier caves that they were the first to explore. As the Sandy Glacier slowly slides down Mount Hood in Oregon, the caves and tunnels inside it morph annually thanks to warm water from above and warm air from below. At TEDYouth, Cartaya takes us inside these magical spaces where the ice glows in bright blues and greens, and where artifacts rain from the ceiling.",482,TEDYouth 2013,1384560000,26,Eddy Cartaya,1386777481,Cave Explorer,https://www.ted.com/talks/eddy_cartaya_my_glacier_cave_discoveries,666996
1642,PB7xs7UpIfY,The 4 stories we tell ourselves about death,594,"Philosopher Stephen Cave begins with a dark but compelling question: When did you first realize you were going to die? And even more interesting: Why do we humans so often resist the inevitability of death? Cave explores four narratives -- common across civilizations -- that we tell ourselves \"in order to help us manage the terror of death.\"",933,TEDxBratislava,1374105600,33,Stephen Cave,1386864306,Philosopher,https://www.ted.com/talks/stephen_cave_the_4_stories_we_tell_ourselves_about_death,2255033
1643,j7RsRnYlz7I,Inside the secret shipping industry,89,"Almost everything we own and use, at some point, travels to us by container ship, through a vast network of ocean routes and ports that most of us know almost nothing about. Journalist Rose George tours us through the world of shipping, the underpinning of consumer civilization.",683,TED@BCG Singapore,1382054400,26,Rose George,1386950328,Curious journalist,https://www.ted.com/talks/rose_george_inside_the_secret_shipping_industry,1430350
1644,AegIbt2j0sU,A new vision for rebuilding Detroit,178,"Once the powerhouse of America's industrial might, Detroit is more recently known in the popular imagination as a fabulous ruin, crumbling and bankrupt. But city planner Toni Griffin asks us to look again -- and to imagine an entrepreneurial future for the city's 700,000 residents.",708,TEDCity2.0,1381449600,24,Toni Griffin,1387209522,Place maker,https://www.ted.com/talks/toni_griffin_a_new_vision_for_rebuilding_detroit,826744
1645,QBDShp6U7tU,Welcome to the age of the industrial internet,114,"Everyone's talking about the \"Internet of Things,\" but what exactly does that mean for our future? In this thoughtful talk, economist Marco Annunziata looks at how technology is transforming the industrial sector, creating machines that can see, feel, sense and react -- so they can be operated far more efficiently. Think: airplane parts that send an alert when they need to be serviced, or wind turbines that communicate with one another to generate more electricity. It's a future with exciting implications for us all.",756,TED@BCG San Francisco,1383091200,29,Marco Annunziata,1387295998,Economist,https://www.ted.com/talks/marco_annunziata_welcome_to_the_age_of_the_industrial_internet,1429564
1646,-eBUcBfkVCo,"Depression, the secret we share",767,"\"The opposite of depression is not happiness, but vitality, and it was vitality that seemed to seep away from me in that moment.\" In a talk equal parts eloquent and devastating, writer Andrew Solomon takes you to the darkest corners of his mind during the years he battled depression. That led him to an eye-opening journey across the world to interview others with depression -- only to discover that, to his surprise, the more he talked, the more people wanted to tell their own stories.",1761,TEDxMet,1382486400,33,Andrew Solomon,1387382509,Writer,https://www.ted.com/talks/andrew_solomon_depression_the_secret_we_share,7265611
1647,LIy2oVJtJsA,The $80 prosthetic knee that's changing lives,137,"We've made incredible advances in technology in recent years, but too often it seems only certain fortunate people can benefit. Engineer Krista Donaldson introduces the ReMotion knee, a prosthetic device for above-knee amputees, many of whom earn less than $4 a day. The design contains best-in-class technology and yet is far cheaper than other prosthetics on the market.",595,TEDWomen 2013,1386201600,30,Krista Donaldson,1387468812,Engineer,https://www.ted.com/talks/krista_donaldson_the_80_prosthetic_knee_that_s_changing_lives,954702
1648,bJ8Kq1wucsk,Does money make you mean?,782,"It's amazing what a rigged game of Monopoly can reveal. In this entertaining but sobering talk, social psychologist Paul Piff shares his research into how people behave when they feel wealthy. (Hint: badly.) But while the problem of inequality is a complex and daunting challenge, there's good news too.",995,TEDxMarin,1380672000,32,Paul Piff,1387555222,Social psychologist,https://www.ted.com/talks/paul_piff_does_money_make_you_mean,3213217
1649,Zx8uYIfUvh4,"Never, ever give up",372,"In the pitch-black night, stung by jellyfish, choking on salt water, singing to herself, hallucinating … Diana Nyad just kept on swimming. And that's how she finally achieved her lifetime goal as an athlete: an extreme 100-mile swim from Cuba to Florida -- at age 64. Hear her story.",935,TEDWomen 2013,1386201600,36,Diana Nyad,1387814467,"Journalist, swimmer",https://www.ted.com/talks/diana_nyad_never_ever_give_up,4548115
1650,raCIUeGUr3s,How an obese town lost a million pounds,99,"Oklahoma City is a midsized town that had a big problem: It was among the most obese towns in America. Mayor Mick Cornett realized that, to make his city a great place to work and live, it had to become healthier too. In this charming talk, he walks us through the interlocking changes that helped OKC drop a collective million pounds (450,000 kilos).",915,TEDMED 2013,1365379200,28,Mick Cornett,1388679718,Mayor,https://www.ted.com/talks/mick_cornett_how_an_obese_town_lost_a_million_pounds,1514912
1651,buRLc2eWGPQ,I got 99 problems ... palsy is just one,683,"\"I have cerebral palsy. I shake all the time,\" Maysoon Zayid announces at the beginning of this exhilarating, hilarious talk. (Really, it's hilarious.) \"I'm like Shakira meets Muhammad Ali.\" With grace and wit, the Arab-American comedian takes us on a whistle-stop tour of her adventures as an actress, stand-up comic, philanthropist and advocate for the disabled.",853,TEDWomen 2013,1386115200,42,Maysoon Zayid,1388764833,Comedian and writer,https://www.ted.com/talks/maysoon_zayid_i_got_99_problems_palsy_is_just_one,8879917
1652,bNOiwgrZbPE,Don't kill your language,345,"More and more, English is a global language; speaking it is perceived as a sign of being modern. But -- what do we lose when we leave behind our mother tongues? Suzanne Talhouk makes an impassioned case to love your own language, and to cherish what it can express that no other language can. In Arabic with subtitles.",852,TEDxBeirut,1355788800,33,Suzanne Talhouk,1389025894,Poet and language advocate,https://www.ted.com/talks/suzanne_talhouk_don_t_kill_your_language,1233104
1653,9H38oQBw2HU,A bold new way to fund drug research,158,"Believe it or not, about 20 years' worth of potentially life-saving drugs are sitting in labs right now, untested. Why? Because they can't get the funding to go to trials; the financial risk is too high. Roger Stein is a finance guy, and he thinks deeply about mitigating risk. He and some colleagues at MIT came up with a promising new financial model that could move hundreds of drugs into the testing pipeline.",669,TED@State Street Boston,1383696000,21,Roger Stein,1389110427,Financial management expert,https://www.ted.com/talks/roger_stein_a_bold_new_way_to_fund_drug_research,904210
1654,jn0Ygp7pMbA,Why dieting doesn't usually work,534,"In the US, 80% of girls have been on a diet by the time they're 10 years old. In this honest, raw talk, neuroscientist Sandra Aamodt uses her personal story to frame an important lesson about how our brains manage our bodies, as she explores the science behind why dieting not only doesn't work, but is likely to do more harm than good. She suggests ideas for how to live a less diet-obsessed life, intuitively.",762,TEDGlobal 2013,1370908800,37,Sandra Aamodt,1389196848,Neuroscientist and science writer,https://www.ted.com/talks/sandra_aamodt_why_dieting_doesn_t_usually_work,4102503
1655,2-Ev4rU27HY,How to build an information time machine,77,"Imagine if you could surf Facebook ... from the Middle Ages. Well, it may not be as far off as it sounds. In a fun and interesting talk, Frederic Kaplan shows off the Venice Time Machine, a project to digitize 80 kilometers of books to create a historical and geographical simulation of Venice across 1,000 years.",620,TEDxCaFoscariU,1371600000,25,Frederic Kaplan,1389282937,Digital humanities researcher,https://www.ted.com/talks/frederic_kaplan_how_i_built_an_information_time_machine,1187105
1656,-aouBn7IKIo,To hear this music you have to be there. Literally,140,"In this lovely talk, TED Fellow Ryan Holladay shares his experiment with \"location-aware music.\" This programming and musical feat involves hundreds of geotagged segments of sounds that only play when a listener is physically nearby, creating a magical sense of presence.",389,TED@BCG San Francisco,1383091200,33,Ryan Holladay,1389369735,"",https://www.ted.com/talks/ryan_holladay_to_hear_this_music_you_have_to_be_there_literally,1284510
1657,ihoR9B7p-1Q,Profit’s not always the point,132,"You might not expect the chief operating officer of a major global corporation to look too far beyond either the balance sheet or the bottom line. But Harish Manwani, COO of Unilever, makes a passionate argument that doing so to include value, purpose and sustainability in top-level decision-making is not just savvy, it's the only way to run a 21st century business responsibly.",838,TED@BCG Singapore,1381363200,25,Harish Manwani,1389628863,"COO, Unilever",https://www.ted.com/talks/harish_manwani_profit_s_not_always_the_point,1531497
