yt_id,channel_id,channel_title,published_at,url,title,description,duration_seconds,views,language,thumbnail,likes,comment_count
xoUx1o--J6g,UCR4ZvrahpeSe1TBrmObSkSw,IU International,2024-08-30T08:24:35Z,https://www.youtube.com/watch?v=xoUx1o--J6g,University v/s Hochschule 🥊🥊,"Wondering about the difference between a University and a Hochschule (University of Applied Sciences) in Germany? Watch this video to find out! 🎥 

But why choose? At IU International University of Applied Sciences, you get the best of BOTH worlds!  Practical experience + top-notch degrees! 💯",48,1526,en,https://i.ytimg.com/vi/xoUx1o--J6g/hqdefault.jpg,55,12
ugwE2jCdT0w,UCR4ZvrahpeSe1TBrmObSkSw,IU International,2024-08-23T10:38:11Z,https://www.youtube.com/watch?v=ugwE2jCdT0w,Speed Networking Event at Berlin Campus,"Unlock the power of networking at IU International University’s Speed Networking event – where connections and opportunities collide!

Speed Networking is an incredible networking event that brings students together to build professional connections in a fast-paced and engaging way. Hosted on the Berlin IU International University campus, this event is designed to help students expand their student life experience by meeting peers from different cultural diversity backgrounds and various academic disciplines. Through speed networking, participants can improve their communication skills and learn valuable networking tips that will benefit them in both their studies and the job market. The event's format encourages quick, meaningful conversations, making it easier to connect with others and form lasting relationships.

One of the key aspects of speed networking is its ability to push students out of their comfort zones. By engaging with a wide array of peers, students can experience the full student experience at IU International University. The event’s diverse setup also fosters an understanding of different perspectives, enriching their university journey. Participating in these university events not only helps in building a robust professional network but also provides insight into different industries and potential career paths. This exposure is crucial for students preparing to enter the competitive job market after graduation.

At IU International University, we believe in providing students with opportunities that go beyond the classroom. Speed networking is one such initiative that complements academic learning by fostering essential communication skills and professional connections. These events are part of our broader commitment to ensuring that our students are well-prepared for the challenges of the global job market. By participating in these activities, students not only enhance their student networking experience but also gain a competitive edge that will serve them well throughout their careers.

Step up your game and make lasting impressions. Get involved in Speed Networking and pave the way to your future career! Interested in studying in Germany? 

Please find out more about our programmes at IU International University and visit our website for more information and to start your application today: https://bit.ly/4avNOy8

Don't forget to follow us on social media: 
Instagram: https://www.instagram.com/iu.international/ 
Facebook: https://www.facebook.com/international.iu/ 
LinkedIn: https://www.linkedin.com/company/iu-gmbh/",225,1397,en,https://i.ytimg.com/vi/ugwE2jCdT0w/hqdefault.jpg,31,18
O_51ICulx4U,UCR4ZvrahpeSe1TBrmObSkSw,IU International,2024-08-02T09:42:20Z,https://www.youtube.com/watch?v=O_51ICulx4U,Curing Homesickness with Food: Dalia's Recipe,"Did you know one of the best ways to cure homesickness is with food? Join us in this heartwarming episode where we chat with an IU international management student about how she navigates homesickness with the help of her favourite comfort food. Our guest, Dalia, has been at IU for two and a half years and shares her journey of adapting to a new country while staying connected to her roots through food. 


Dalia discusses her role as a student representative, a position she was elected to help voice students' concerns. Despite her international experience, she admits that she still faces homesickness, especially being far from her family in Russia. To cope, she turns to familiar foods that remind her of home. In this video, she introduces us to a traditional Russian dish called tvorog, made with cottage cheese, sour cream, honey, and nuts. It's a simple, nutrient-dense meal that she enjoys regularly. 

  

As the dish is prepared, Dalia explains its cultural significance and variations. It's a common, everyday meal in Russia, not reserved for special occasions. She demonstrates how to combine the ingredients, offering tips on personalising the dish with different nuts or fruits. This segment is not just about cooking but also about sharing a piece of her culture, making the viewers feel a bit closer to her home country. 

  

The conversation then shifts to her academic journey and future plans. As graduation approaches, she discusses the challenges of thesis work and her excitement about future job opportunities, whether in Germany or elsewhere. Her mobility and openness to new experiences highlight the adventurous spirit many international students embody. 

  

We wrap up this engaging episode with final thoughts on the importance of food in maintaining a connection to one's culture and managing homesickness. We hope you enjoyed this glimpse into Dalia's life and encourage you to try tvorog yourself. Don't forget to like, subscribe, and share your thoughts in the comments! See you in our next video. 

 

Interested in studying in Germany? Please find out more about our programmes at IU International University and visit our website for more information and to start your application today:   https://www.iu.org/?utm_source=youtube&utm_medium=social&utm_campaign=yt_maycampaign1 

   

Don't forget to follow us on social media:        

Instagram: https://www.instagram.com/iu.international/     

Facebook: https://www.facebook.com/international.iu/      

LinkedIn: https://www.linkedin.com/company/iu-gmbh/",477,946,en,https://i.ytimg.com/vi/O_51ICulx4U/hqdefault.jpg,23,3
sKqCPm0IRrA,UCR4ZvrahpeSe1TBrmObSkSw,IU International,2024-07-19T07:00:35Z,https://www.youtube.com/watch?v=sKqCPm0IRrA,Alumni Success Story: Mei-Chi Lo,"Welcome to our channel! In this video, meet Mei-Chi Lo, an inspiring marketing manager from Hong Kong and proud IU alumni who has navigated the transformative journey of pursuing an MBA in International Marketing at IU. Discover how IU's flexible learning options and supportive environment have empowered her to seamlessly blend her professional and academic pursuits. 



Having taken a few semesters of German language classes in Hong Kong, Mei-Chi was ready to embrace a new adventure in Germany. IU stood out to her for its clear and prompt communication, making the transition smooth, especially with the option to complete the first semester remotely while still working in Hong Kong. This flexibility allowed her to seamlessly start her MBA in International Marketing and eventually transition to studying on-campus in Germany. 




At IU, the quality of the faculty made the biggest impression on Mei-Chi. Her professors, with their strong industry expertise, provided well-planned and interactive lectures. The programme's practical approach equipped her with essential skills for formulating marketing strategies, which she utilised in her role at a German real estate company post-graduation. After three years in this position, Mei-Chi founded her startup, Booka Local, in October 2020. This innovative platform helps expats in Berlin navigate bureaucratic processes by connecting them with local German-speaking helpers. 



Join us to hear Mei-Chi's storey and learn why she believes IU is the ideal choice for international students seeking to advance their careers and embrace new opportunities.  



Don't forget to like, comment, and subscribe for more inspiring storeys and insights from our diverse student community! 


Interested in studying in Germany? Please find out more about our programmes at IU International University and visit our website for more information and to start your application today:  https://www.iu.org/?utm_source=youtube&utm_medium=social&utm_campaign=yt_julycampaign1 

Don't forget to follow us on social media:         

Instagram: https://www.instagram.com/iu.international/      

Facebook: https://www.facebook.com/international.iu/       

LinkedIn: https://www.linkedin.com/company/iu-gmbh/",158,587,en,https://i.ytimg.com/vi/sKqCPm0IRrA/hqdefault.jpg,22,2
iOUDH7YSZwc,UCR4ZvrahpeSe1TBrmObSkSw,IU International,2024-07-04T14:35:12Z,https://www.youtube.com/watch?v=iOUDH7YSZwc,From Bad Honnef to the World: IU's Incredible Journey,"Welcome to our channel! In this video, we take you on a journey through the history of IU, formerly known as IUBH (International University Bad Honnef). From its humble beginnings in the year 2000 with just 23 students, IU has transformed into a global educational powerhouse with over 130,000 students. Join us as we explore the pivotal moments and milestones that have shaped this remarkable institution. 

Timestamps 
0:06 About IU
0:09 IU or IUBH? 
1:34 How IU started
2:39 What can you study at IU?
3:13 IU to the world

IU's story is one of continuous growth and innovation. Starting as IUBH in Bad Honnef, the university initially offered 10 programmes focused on management and business. By 2010, it had expanded to 900 students on campus, providing a vibrant community in the small town of Bad Honnef. Today, IU university boasts a diverse range of 250 bachelor's, master's, and MBA programmes across various fields, including psychology, artificial intelligence, and business, available both online and on campuses in Berlin and Bad Honnef. Our mission remains steadfast: to democratise education and provide everyone with the opportunity to upskill in the way that suits them best. 

  

Stay tuned as we delve deeper into IU's transformation and the vision of its passionate founders, Sven Schütt and Holger Sommerfeldt. Whether you're considering joining our vibrant community or simply interested in the evolution of educational institutions, this video is for you. Thank you for watching! 

  

Interested in studying in Germany? Please find out more about our programmes at IU International University and visit our website for more information and to start your application today:  https://bit.ly/3xATnya

   

Don't forget to follow us on social media:        

Instagram: https://www.instagram.com/iu.international/     

Facebook: https://www.facebook.com/international.iu/      

LinkedIn: https://www.linkedin.com/company/iu-gmbh/",250,1484,en,https://i.ytimg.com/vi/iOUDH7YSZwc/hqdefault.jpg,66,12
ewPFxgXDaE4,UCR4ZvrahpeSe1TBrmObSkSw,IU International,2024-06-15T08:30:11Z,https://www.youtube.com/watch?v=ewPFxgXDaE4,Syntea - your personal study buddy,"Meet Syntea - your personal study buddy! 🤖 Developed by IU, this AI-powered tool is revolutionizing the way students study! 📚
#Syntea #AItutor #StudyBuddy #InnovativeLearning",50,908,en,https://i.ytimg.com/vi/ewPFxgXDaE4/hqdefault.jpg,52,5
DdY8vnJgRms,UCR4ZvrahpeSe1TBrmObSkSw,IU International,2024-06-08T09:30:04Z,https://www.youtube.com/watch?v=DdY8vnJgRms,Online Exam at IU!,Taking an online exam at IU? 📝 Check out these essential tips for acing your virtual test! #OnlineExam #IU #StudyTips #VirtualLearning 💻🕒,60,1693,en,https://i.ytimg.com/vi/DdY8vnJgRms/hqdefault.jpg,73,9
m8Z0-FXZbMI,UCR4ZvrahpeSe1TBrmObSkSw,IU International,2024-06-01T08:00:24Z,https://www.youtube.com/watch?v=m8Z0-FXZbMI,Career in AI,"Ready to kickstart your career in AI? 🚀 Check out these essential tips. 
#AI #ArtificialIntelligence #TechCareer #CareerAdvice 🤖",55,759,en,https://i.ytimg.com/vi/m8Z0-FXZbMI/hqdefault.jpg,52,8
kAbUmWdjIF0,UCR4ZvrahpeSe1TBrmObSkSw,IU International,2024-05-29T14:01:02Z,https://www.youtube.com/watch?v=kAbUmWdjIF0,Studying in Germany: Maya’s Experience,"Are you thinking about studying abroad or maybe right here in Germany? If so, today's interview is perfect for you! In this interview, Leonie chats with Maya about her experience studying in Germany. Despite having worked together for over a year and a half, there is still so much about Maya's personal life and study journey that Leonie is eager to learn. So, let's dive in! 

Maya, currently living in Germany, hails from the beautiful country of Jordan, right in the heart of the Middle East. She grew up in the capital city, Amman, and spent 22 years there before moving to Germany. Growing up in a safe and vibrant environment, Maya studied in both English and Arabic, her first language. Her university in Jordan had a unique partnership with German institutions, which paved the way for her to study abroad during her fourth year. 

Maya's decision to study in Germany was driven by her desire to see more of the world. Her university had a government-backed programme with Germany, requiring students to spend a year abroad – the first semester as an exchange student and the second as an intern. This setup allowed her to experience life abroad without fully committing to a permanent move, providing a sense of security and adventure. 

Navigating the German bureaucracy was one of Maya's significant challenges when moving to Germany, starting with the visa application process in Jordan. She had to secure language certificates, health insurance, and a blocked account to prove she had enough funds to support herself. Despite these hurdles, Maya found the experience enriching. She shared some culture shocks, like the reserved nature of Germans during fireworks and the efficient yet occasionally frustrating train system. 

Throughout her journey, Maya faced various challenges, especially transitioning from student life to the workforce. Finding housing and jobs was tough, often compounded by subtle discrimination. Despite these obstacles, Maya's determination and positive outlook helped her succeed. She embraced the independence and personal growth that came with living abroad, making the struggles worthwhile. 

For anyone considering studying in Germany, Maya's advice is simple: go for it! She encourages future students to research thoroughly and maintain a positive attitude. The experience, though challenging, is incredibly rewarding and offers invaluable personal and professional growth. 

Thank you for joining us today and hearing Maya's inspiring storey. If you're in the process of applying to study abroad or just considering it, we hope her insights have been helpful. Stay tuned for more interviews and tips on our YouTube channel! 

Interested in studying in Germany? Please find out more about our programmes at IU International University and visit our website for more information and to start your application today:  https://www.iu.org/?utm_source=youtube&utm_medium=social&utm_campaign=yt_maycampaign1 

Don't forget to follow us on social media:        

Instagram: https://www.instagram.com/iu.international/     

Facebook: https://www.facebook.com/international.iu/      

LinkedIn: https://www.linkedin.com/company/iu-gmbh/",1603,1330,en,https://i.ytimg.com/vi/kAbUmWdjIF0/hqdefault.jpg,59,20
LT7FzBpHap8,UCR4ZvrahpeSe1TBrmObSkSw,IU International,2024-05-21T13:55:53Z,https://www.youtube.com/watch?v=LT7FzBpHap8,Breaking Barriers in STEM: Exploring Virtual Reality with Professor Janki,"Join Maya for an enlightening chat with Professor Janaki as they venture into the captivating realms of virtual reality, human-computer interaction, and the extraordinary journey of a woman thriving in STEM. In this engaging discussion, Professor Janaki shares her experiences and visions, providing a peek into the vibrant world of technology and innovation. Time Stamps: 

 0:30 Meet Janaki
 1:52 Janki's Journey into Tech 
 6:28 Janki's introduction to AI 
 7:40 Passion to Profession
 9:12 Journey into IU 
 10:30 Teaching AI, AR & VR courses at IU 
 13:16 What is the next big thing? 
 16:35 What does she bring to the students at IU? 
 7:00 Empowering Future Generations 
 8:00 Being a woman in STEM 

Meet Janaki: In a warm exchange, Maya and Professor Janaki unfold a tale rich with cultural diversity, tracing Janaki's path from India to the UK and eventually to Germany. Janaki reveals how her childhood fascination with video games sparked a journey of defying norms, and embracing the global life of a scholar. From Passion to Profession: Delving into Janaki's academic journey, Maya explores her transition from studying computer applications in India to pursuing a master's in network-centered computing in the UK. Janaki's love for virtual reality shines as she recounts her decision to pursue a PhD, leading her to groundbreaking research at the German Aerospace Center, merging VR with space exploration. Innovating Education Frontiers: Transitioning to her role as a distance learning professor at IU, Janaki shares her innovative methods for engaging students in augmented reality, virtual reality, human-computer interaction, and artificial intelligence. Her dedication to practical learning and empowerment is evident through her involvement in various initiatives and summer schools. Empowering Future Generations: Reflecting on diversity and inclusion in STEM, Janaki emphasizes the importance of interdisciplinary collaboration and representation. From fostering creativity to advocating for women in STEM, Janaki's passion for shaping tomorrow's innovators resonates, urging us to embrace technology's boundless potential. Don't miss out on this insightful discussion about the intersection of technology and education. Subscribe to IU's YouTube channel, show your support by liking the video, and let's dive into the conversation together! Interested in studying in Germany? Please find out more about our programs at IU International University and visit our website for more information and to start your application today: https://bit.ly/4avNOy8 Don't forget to follow us on social media: Instagram: https:/ /www.instagram.com/iu.international/ Facebook: https://www.facebook.com/international.iu/ LinkedIn: https://www.linkedin.com/company/iu-gmbh/",1357,2206,en,https://i.ytimg.com/vi/LT7FzBpHap8/hqdefault.jpg,36,16
8HsrmmIgcA8,UCR4ZvrahpeSe1TBrmObSkSw,IU International,2024-05-18T13:14:14Z,https://www.youtube.com/watch?v=8HsrmmIgcA8,Data Science vs Artificial Intelligence,Confused about the difference between 📊 Data Science and 🤖 AI? Let's clear things up! #DataScience #AI #Tech #MachineLearning,45,1227,en,https://i.ytimg.com/vi/8HsrmmIgcA8/hqdefault.jpg,55,6
CUV4bNyPzD4,UCR4ZvrahpeSe1TBrmObSkSw,IU International,2024-05-14T07:45:54Z,https://www.youtube.com/watch?v=CUV4bNyPzD4,Exploring the Key Skills of Tomorrow,"Today at IU’s YouTube channel we are all about decoding the key skills that will set you up for success in 2024! Maya's braving the windy streets of Berlin to uncover the scoop straight from the students at IU Berlin campus. It's all about what's hot and essential in the ever-changing landscape of skills. 

The video begins with Maya engaging with students, unravelling their perspectives on the best skills for the upcoming years. From mastering the German language for effective integration into Berlin's vibrant culture to harnessing the power of social media for strategic marketing prowess, the dialogue evolves into a big puzzle of ideas and thoughts. 

As Maya chats with students and professionals, she's picking up on a common theme: adaptability is the name of the game. Sure, tech skills like coding and data science are in demand, but so are those soft skills—think teamwork, communication skills, and the ability to roll with the punches. 

But what's the official word? Maya's got the lowdown from Forbes contributor Bernard Marr, who's all about those future-proof skills like AI know-how, cybersecurity smarts, and killer project management chops. It's the perfect blend of tech and human touch that'll make you stand out in the crowd. 

So, what's your take? What do you reckon are the key skills for 2024? Drop us a comment and let's chat! And hey, if you're digging what you're seeing, hit that subscribe button—we've got plenty more insights coming your way. Stay curious, stay adaptable, and let's conquer the future together! 

Interested in studying in Germany? Please find out more about our programmes at IU International University and visit our website for more information and to start your application today:   https://www.iu.org/?utm_source=youtube&utm_medium=social&utm_campaign=yt_maycampaign1 


Don't forget to follow us on social media:        
Instagram: https://www.instagram.com/iu.international/     
Facebook: https://www.facebook.com/international.iu/      
LinkedIn: https://www.linkedin.com/company/iu-gmbh/",569,1321,en,https://i.ytimg.com/vi/CUV4bNyPzD4/hqdefault.jpg,43,5
jpraZ57AUvg,UCR4ZvrahpeSe1TBrmObSkSw,IU International,2024-04-26T23:00:22Z,https://www.youtube.com/watch?v=jpraZ57AUvg,7 Writing Tips for Research Paper,Looking for research paper writing tips? 📝 Check out this quick guide for crafting a top-notch paper! 📚,59,1826,en,https://i.ytimg.com/vi/jpraZ57AUvg/hqdefault.jpg,91,4
cHN5dzhagt4,UCR4ZvrahpeSe1TBrmObSkSw,IU International,2024-04-24T10:00:35Z,https://www.youtube.com/watch?v=cHN5dzhagt4,"Reduce, Reuse, Recycle: Honoring Earth Day","Welcome to IU International’s Earth-friendly guide to sorting your trash! In celebration of Earth Day, Maya takes us on a journey through the intricate process of waste separation. And remember, every day is Earth Day, so let's start this month to learn more about the everyday habits that can make a big difference.  

Time Stamps:  
0:00 Introduction 
0:21 Disposal of Paper 
0:46 Disposal of Glass 
2:02 Donating Clothes 
2:30 Disposal of electronics 
2:54 Disposal of Toxic Waste 
3:33 Returning Recyclable bottles 
3:59 Sorting the trash at home 

Guidelines for Responsible Waste Disposal  
From paper to glass, clothes to electronics, and even toxic waste, we're guided through the dos and don'ts of waste disposal. Whether it's separating paper packaging or ensuring glass is sorted by color, the significance of responsible waste management is emphasized.  

Nuances and Considerations  
But it's not just about tossing items into bins. We're educated on the nuances, such as removing lids from glass containers and the importance of maintaining peace during trash disposal times. Maya sheds light on donation options for clothes and the proper channels for recycling electronic waste, encouraging us to be mindful and respectful of our surroundings.  

Local Regulations and Sorting Systems  
Different communities may have varying trash sorting systems, therefore we should familiarize ourselves with local regulations and trash calendars. From blue bins for paper to yellow bins for plastics and brown bins for compostable items, the process is simplified, making it easier for everyone to contribute to a cleaner environment.  

Join the Movement  
In closing, let's remember that our collective actions today shape the world we'll inhabit tomorrow. By following these simple guidelines and adopting eco-conscious habits, we not only reduce our environmental footprint but also inspire others to do the same. So let's continue to educate ourselves, make informed choices, and work towards a greener, more sustainable future for generations to come. Together, we can make a world of difference. Join us in making every day Earth Day!  

  
Interested in studying in Germany? Please find out more about our programs at IU International University and visit our website for more information and to start your application today: https://www.iu.org/?utm_source=youtube&utm_medium=social&utm_campaign=yt_aprilcampaign1   

   
Don't forget to follow us on social media:        
 Instagram: https://www.instagram.com/iu.international/      
 Facebook: https://www.facebook.com/international.iu/        
 LinkedIn: https://www.linkedin.com/company/iu-gmbh/",390,1013,en,https://i.ytimg.com/vi/cHN5dzhagt4/hqdefault.jpg,12,7
i8rke_y7LP8,UCR4ZvrahpeSe1TBrmObSkSw,IU International,2024-04-19T13:00:42Z,https://www.youtube.com/watch?v=i8rke_y7LP8,💡 Ready for the Future? Top 10 STEM Careers for Success!,"Are you looking for some inspiration for a job in STEM? We've got you covered!

#iu #studying #stemeducation #stem",36,720,en,https://i.ytimg.com/vi/i8rke_y7LP8/hqdefault.jpg,26,2
gPrAvjr8xX0,UCR4ZvrahpeSe1TBrmObSkSw,IU International,2024-04-18T13:00:40Z,https://www.youtube.com/watch?v=gPrAvjr8xX0,IU vs IUBH – What Changed?,"Ever heard of IUBH? Wondering what it's all about?   

Get ready to dive into the story behind IU's name change from IUBH to just IU! We're taking you on a journey filled with student chats about why the switch matters. There's a lot to unpack, from practical reasons like a shorter name to the cool factor of being more digital-friendly.  

Timestamps 
0:00 Intro 
0:26 Students Clues 
1:50 Why IU is better than IUBH 
2:49 Employee’s opinion 
4:19 Why chose IU? 
6:56 Conclusion 

Listen in as we share more about IU's roots in Bad Honnef, Germany, and how it's blossomed into the global powerhouse it is today. Students spill the beans on the awesome opportunities and inclusive vibes that make IU University special, from career boosts to flexible study options.  
This isn't just a name change – it's a sign of IU's commitment to making quality education accessible to everyone, no matter where they are. So, kick back and join us as we celebrate the past, present, and future of IU University.  

Interested in studying in Germany? Please find out more about our programs at IU. International University and visit our website for more information and to start your application today: https://www.iu.org/?utm_source=youtube&utm_medium=social&utm_campaign=yt_aprilcampaign1 


Don't forget to follow us on social media:
 Instagram: https://www.instagram.com/iu.international/
 Facebook: https://www.facebook.com/international.iu/
 LinkedIn: https://www.linkedin.com/company/iu-gmbh/",436,1674,en,https://i.ytimg.com/vi/gPrAvjr8xX0/hqdefault.jpg,48,1
VDlhDByuCFY,UCR4ZvrahpeSe1TBrmObSkSw,IU International,2024-04-12T13:00:28Z,https://www.youtube.com/watch?v=VDlhDByuCFY,Discover the Genius of Zaha Hadid: A Short Journey,"Learn more about Pritzker Architecture Prize Winner Zaha Hadid.

#iu #architecture #powerwomen",43,1057,en,https://i.ytimg.com/vi/VDlhDByuCFY/hqdefault.jpg,31,4
